NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
2671;2023;3;01;2;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;239,88730
2671;2023;3;01;2;6;3;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;245,90610
2671;2023;3;01;2;1;3;10;1;:;N;N;4;2;1;4;N;;;;;;;1;02;7;03;4;2;1;32;1;204,95100
2671;2023;3;01;2;6;3;10;1;:;N;N;4;1;2;4;N;;;;;;;1;02;9;08;2;;;32;2;229,92620
2672;2023;3;01;9;1;1;07;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;0;1;75,44060
2673;2023;3;01;2;1;2;15;1;:;N;N;2;4;;;N;;;;;;;4;07;7;03;2;;;;1;119,92200
2673;2023;3;01;2;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;2;;;;2;121,21040
2674;2023;3;20;3;6;2;18;1;:;N;N;4;3;;;N;;;;;;;4;07;5;09;4;2;;;1;112,53390
2675;2023;3;20;9;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;3;;;0;1;169,49350
2676;2023;3;48;9;1;1;04;1;:;S;N;4;4;;;N;;;;;;;4;04;;;;;;;3;199,83230
2676;2023;3;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;184,46890
2676;2023;3;48;9;6;1;11;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;05;4;2;1;0;1;177,26340
2677;2023;3;20;3;6;1;06;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;5;0;3;168,78690
2677;2023;3;20;3;1;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;28;1;131,69200
2677;2023;3;20;3;6;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;2;1;0;2;131,88780
2678;2023;3;01;9;6;1;17;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;56,21820
2679;2023;3;48;9;6;2;05;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;171,01670
2679;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;204,01750
2680;2023;3;48;1;1;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;1;04;2;;;32;1;244,34370
2680;2023;3;48;1;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;2;1;0;2;255,00350
2680;2023;3;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;237,42600
2680;2023;3;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;218,26940
2681;2023;3;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;2;114,10020
2681;2023;3;20;9;1;1;16;1;:;N;N;2;3;;;N;;;;;;;4;07;3;02;4;2;;;1;111,21040
2682;2023;3;48;9;6;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;2;;;;1;165,67150
2683;2023;3;01;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;2;13,69400
2683;2023;3;01;9;1;1;11;1;:;N;N;4;2;1;2;N;;;;;;;1;02;1;02;2;;;40;1;15,44010
2684;2023;3;48;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;168,83490
2684;2023;3;48;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;173,21690
2685;2023;3;20;9;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;2;09;4;2;;;1;239,68120
2685;2023;3;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;08;4;2;1;40;3;155,72630
2685;2023;3;20;9;1;1;13;1;:;N;N;3;1;;;N;;;;;;;4;04;8;04;2;;;;3;157,68070
2686;2023;3;48;9;6;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;30;1;159,05050
2686;2023;3;48;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;2;209,68280
2686;2023;3;48;9;6;1;04;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;182,31060
2687;2023;3;01;9;1;2;16;1;:;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;44,60740
2687;2023;3;01;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;45,08670
2688;2023;3;48;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;182,27730
2688;2023;3;48;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;5;10;4;2;;;2;187,00830
2689;2023;3;20;9;1;3;11;2;:;N;N;4;1;1;4;N;;;;;;;1;02;7;03;4;2;5;0;1;234,05520
2689;2023;3;20;9;1;1;03;2;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;281,86140
2689;2023;3;20;9;6;1;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;243,86370
2689;2023;3;20;9;6;3;09;2;:;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;1;0;2;239,96360
2690;2023;3;48;9;6;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;193,86260
2690;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;163,85670
2690;2023;3;48;9;1;2;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;2;207,34510
2691;2023;3;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;2;105,45340
2691;2023;3;20;3;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;1;102,78270
2692;2023;3;48;1;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;246,62100
2692;2023;3;48;1;6;3;09;2;:;N;N;4;1;;;S;6;2;S;01;42;N;4;04;;;;;;;2;398,43740
2692;2023;3;48;1;1;3;14;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;372,23290
2692;2023;3;48;1;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;226,72240
2692;2023;3;48;1;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;226,72240
2693;2023;3;20;3;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;4;01;4;2;;;1;101,05850
2693;2023;3;20;3;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;4;2;;;2;98,49910
2694;2023;3;48;9;1;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;09;4;2;5;20;3;206,58210
2694;2023;3;48;9;6;2;16;1;:;N;N;2;3;;;N;;;;;;;4;07;7;02;4;2;;;1;278,47620
2695;2023;3;20;3;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;167,53860
2695;2023;3;20;3;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;156,97630
2695;2023;3;20;3;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;167,53860
2695;2023;3;20;3;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;01;4;03;4;2;1;50;1;131,78230
2695;2023;3;20;3;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;167,53860
2696;2023;3;48;9;6;1;09;1;:;N;N;4;1;;;S;6;3;S;07;28;S;2;05;4;08;4;2;;;2;333,53890
2696;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;222,98540
2696;2023;3;48;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;1;305,15790
2696;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;222,98540
2697;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;04;3;;;38;2;199,97110
2697;2023;3;48;9;1;2;11;1;:;N;N;4;1;;;S;6;1;S;05;1;N;4;04;7;03;4;2;;;1;211,84830
2698;2023;3;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;185,94740
2698;2023;3;20;9;6;2;15;1;:;N;N;4;4;;;N;;;;;;;4;07;5;09;4;2;;;4;290,24850
2698;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;4;02;4;2;1;25;2;180,90820
2698;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;08;4;2;1;40;1;210,03820
2698;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;160,38450
2698;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;160,38450
2699;2023;3;48;1;1;1;07;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;2;267,82310
2699;2023;3;48;1;6;3;08;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;1;191,69370
2699;2023;3;48;1;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;159,81410
2700;2023;3;01;2;6;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;2;172,06680
2700;2023;3;01;2;1;2;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;179,39070
2700;2023;3;01;2;1;2;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;175,36970
2700;2023;3;01;2;6;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;2;168,21000
2700;2023;3;01;2;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;190,36340
2700;2023;3;01;2;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;186,09650
2701;2023;3;01;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;43,54530
2702;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;5;38;2;115,61150
2702;2023;3;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;1;;;40;1;129,21000
2702;2023;3;48;9;6;1;05;1;:;S;N;4;1;2;2;N;;;;;;;1;02;4;04;4;2;5;35;3;135,66030
2703;2023;3;48;9;1;1;08;1;:;N;N;4;1;;;S;6;1;S;07;2;S;2;05;8;04;4;2;;;4;318,45990
2703;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;202,07690
2703;2023;3;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;38;1;236,08590
2703;2023;3;48;9;6;1;05;1;:;N;S;4;1;;;N;;;;;;;4;04;;;;;;;4;220,75820
2704;2023;3;48;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;149,01940
2704;2023;3;48;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;145,24950
2705;2023;3;01;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;40;1;24,82080
2705;2023;3;01;9;6;1;04;1;:;N;S;4;3;;;N;;;;;;;4;07;;;;;;;2;24,45120
2706;2023;3;01;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;58,15850
2707;2023;3;48;1;1;1;10;1;:;N;N;4;1;1;3;N;;;;;;;1;02;8;04;4;1;1;0;1;172,36460
2707;2023;3;48;1;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;2;165,00520
2707;2023;3;48;1;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;183,43000
2708;2023;3;20;3;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;4;146,99630
2708;2023;3;20;3;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;1;146,99630
2708;2023;3;20;3;6;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;4;146,99630
2708;2023;3;20;3;6;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;4;146,99630
2708;2023;3;20;3;6;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;4;146,99630
2709;2023;3;20;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;107,16660
2709;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;02;4;2;5;32;1;124,10660
2710;2023;3;48;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;5;40;1;205,55780
2711;2023;3;48;9;6;3;08;2;:;N;N;4;1;;;S;6;2;S;05;99;S;3;05;;;;;;;1;268,34770
2712;2023;3;01;9;1;1;14;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;04;1;;;35;1;50,09620
2712;2023;3;01;9;6;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;6;01;2;;;40;2;22,73210
2713;2023;3;48;9;6;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;04;4;2;1;0;1;237,58330
2714;2023;3;48;9;1;1;11;1;:;N;N;3;1;;;N;;;;;;;4;04;6;01;4;2;;;1;150,62390
2715;2023;3;48;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;114,47180
2716;2023;3;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;114,20660
2716;2023;3;20;3;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;111,31420
2717;2023;3;20;9;1;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;184,06650
2717;2023;3;20;9;6;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;2;177,17190
2717;2023;3;20;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;140,86790
2718;2023;3;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;2;;;1;131,41360
2719;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;0;1;178,67730
2719;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;05;4;2;1;40;2;149,22290
2719;2023;3;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;136,43740
2720;2023;3;01;9;6;1;06;1;:;S;N;4;2;2;2;N;;;;;;;1;03;7;02;5;;;10;3;67,80980
2720;2023;3;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;02;2;;;40;2;52,23510
2720;2023;3;01;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;45,41350
2720;2023;3;01;9;6;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;10;2;;;40;1;49,17630
2721;2023;3;01;2;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;151,19140
2721;2023;3;01;2;6;1;09;1;:;N;N;4;1;2;3;N;;;;;;;1;02;4;02;4;2;1;0;1;151,63750
2722;2023;3;01;2;6;1;11;1;:;N;N;4;1;;;S;6;2;S;09;24;S;2;05;9;08;4;2;;;1;155,76700
2722;2023;3;01;2;1;1;05;1;:;N;N;4;4;1;4;N;;;;;;;1;02;5;09;4;2;1;0;3;158,76330
2722;2023;3;01;2;1;1;05;1;:;N;N;4;4;1;5;N;;;;;;;1;02;3;10;4;2;2;8;3;165,29700
2723;2023;3;20;3;6;2;18;1;:;N;N;4;4;;;N;;;;;;;4;07;9;10;2;;;;4;103,41260
2723;2023;3;20;3;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;100,79350
2723;2023;3;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;103,41260
2724;2023;3;20;3;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;1;02;2;;;;1;117,78720
2724;2023;3;20;3;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;09;4;1;;;2;120,84780
2725;2023;3;48;9;1;1;10;1;:;N;S;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;0;1;211,53400
2725;2023;3;48;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;4;04;4;2;1;0;2;194,76620
2725;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;204,35750
2725;2023;3;48;9;6;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;223,24960
2726;2023;3;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;121,07340
2726;2023;3;48;9;6;3;11;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;127,67600
2726;2023;3;48;9;6;1;04;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;121,59440
2726;2023;3;48;9;1;3;07;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;3;316,27560
2727;2023;3;48;1;1;1;08;1;:;N;N;4;2;1;2;N;;;;;;;1;02;8;02;4;2;4;40;1;243,46830
2728;2023;3;01;2;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;128,55020
2728;2023;3;01;2;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;129,93130
2729;2023;3;48;1;6;2;12;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;245,95320
2730;2023;3;01;9;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;2;76,94770
2730;2023;3;01;9;1;1;06;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;3;111,85670
2730;2023;3;01;9;1;2;12;1;:;N;N;4;3;1;4;N;;;;;;;1;02;8;02;4;2;1;0;1;74,62900
2731;2023;3;48;9;6;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;256,16800
2731;2023;3;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;255,07050
2731;2023;3;48;9;1;1;11;1;:;N;N;4;2;1;;N;;;;;;;1;02;9;02;4;2;1;0;1;262,72590
2731;2023;3;48;9;6;1;10;1;:;N;N;4;1;2;4;N;;;;;;;1;02;2;08;2;;;0;2;224,72210
2731;2023;3;48;9;1;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;276,31390
2732;2023;3;48;9;6;2;17;1;:;N;N;4;2;;;N;;;;;;;4;07;;;;;;;1;275,17360
2732;2023;3;48;9;6;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;1;1;20;2;168,52720
2733;2023;3;20;9;6;1;12;1;:;N;S;4;1;;;S;6;2;S;04;48;S;2;05;9;08;4;2;;;2;195,14960
2733;2023;3;20;9;1;1;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;180,02470
2733;2023;3;20;9;1;1;05;1;:;S;S;4;3;;;N;;;;;;;4;04;;;;;;;3;180,02470
2733;2023;3;20;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;176,58860
2734;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;209,10100
2734;2023;3;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;04;4;2;1;40;1;223,64020
2734;2023;3;48;9;6;1;09;1;:;N;N;4;1;;;N;;;;;;;4;04;2;02;4;1;;;2;271,03060
2734;2023;3;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;227,45300
2735;2023;3;01;9;1;1;13;1;:;N;N;3;4;;;N;;;;;;;4;07;6;01;2;;;;1;41,07430
2735;2023;3;01;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;01;6;01;2;;;60;3;51,29500
2736;2023;3;20;9;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;10;4;2;;;1;144,91620
2737;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;3;;;40;1;169,39690
2738;2023;3;20;9;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;2;138,49040
2738;2023;3;20;9;6;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;3;;;;1;137,06080
2739;2023;3;48;1;1;3;07;2;:;N;N;4;1;;;S;6;2;S;05;3;S;2;05;9;03;4;2;;;1;383,86670
2740;2023;3;48;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;3;06;2;;;;1;198,43390
2741;2023;3;01;9;1;1;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;62,90110
2741;2023;3;01;9;6;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;67,65820
2741;2023;3;01;9;6;3;09;2;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;79,75910
2741;2023;3;01;9;6;1;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;67,65820
2741;2023;3;01;9;1;3;10;2;:;N;N;4;4;1;4;N;;;;;;;1;02;9;01;4;2;1;32;1;54,03880
2742;2023;3;20;9;6;1;04;1;:;S;S;4;4;;;N;;;;;;;4;04;;;;;;;3;195,05700
2742;2023;3;20;9;1;1;10;1;:;S;S;4;1;1;2;N;;;;;;;1;02;1;04;4;2;1;40;1;179,41270
2742;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;5;38;2;191,26760
2742;2023;3;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;193,91460
2742;2023;3;20;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;167,25630
2743;2023;3;48;1;6;3;10;2;:;N;N;4;1;;;S;6;2;S;06;99;S;2;05;9;08;4;2;;;1;197,25480
2743;2023;3;48;1;6;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;214,37670
2744;2023;3;01;9;6;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;0;1;51,68730
2744;2023;3;01;9;6;3;08;2;:;S;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;5;0;2;64,37970
2745;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;1;08;1;;;0;2;152,27240
2745;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;124,82640
2745;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;0;1;165,54610
2746;2023;3;20;3;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;3;04;4;2;;;1;121,60840
2747;2023;3;01;2;1;1;18;1;:;N;N;2;4;;;N;;;;;;;4;07;7;02;4;2;;;1;141,13260
2747;2023;3;01;2;6;1;18;1;:;N;N;2;1;;;N;;;;;;;4;04;6;01;5;;;;2;142,64880
2748;2023;3;48;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;2;;;;1;165,49630
2748;2023;3;48;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;2;169,79170
2749;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;7;02;4;2;1;0;1;159,82390
2750;2023;3;20;9;6;1;15;1;:;N;S;2;1;;;N;;;;;;;4;04;8;02;2;;;;1;135,85540
2751;2023;3;48;9;6;1;09;1;:;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;1;0;1;205,79870
2751;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;176,15270
2751;2023;3;48;9;6;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;2;04;4;2;;;3;184,69410
2752;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;82,90230
2752;2023;3;48;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;33;2;79,01140
2752;2023;3;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;01;1;04;1;;;60;1;100,45320
2753;2023;3;20;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;222,16710
2753;2023;3;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;9;08;4;2;;;2;227,93990
2753;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;04;4;2;1;40;3;140,29170
2754;2023;3;01;2;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;09;4;1;;;1;163,31960
2755;2023;3;48;9;6;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;282,05220
2755;2023;3;48;9;1;1;08;1;:;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;209,23490
2756;2023;3;48;9;6;2;18;1;:;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;156,47520
2756;2023;3;48;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;2;152,51670
2757;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;179,14400
2757;2023;3;48;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;10;4;2;1;0;2;170,73620
2757;2023;3;48;9;1;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;02;8;04;2;;;0;1;218,92070
2758;2023;3;20;9;1;1;03;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;173,43650
2758;2023;3;20;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;197,10710
2758;2023;3;20;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;2;;;32;2;188,67020
2758;2023;3;20;9;1;1;11;1;:;N;S;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;32;1;204,90950
2759;2023;3;20;3;1;1;09;1;:;N;S;3;1;1;3;S;5;1;S;04;1;N;1;02;7;09;4;2;1;0;1;141,30030
2759;2023;3;20;3;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;09;4;2;1;35;2;120,17840
2759;2023;3;20;3;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;125,09350
2760;2023;3;48;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;2;04;2;;;;1;182,79080
2761;2023;3;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;01;2;08;2;;;60;1;213,41390
2762;2023;3;48;1;1;2;15;1;:;N;N;2;1;2;3;N;;;;;;;1;02;1;04;1;;;0;1;179,45060
2762;2023;3;48;1;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;4;04;4;2;;;2;184,10820
2763;2023;3;20;9;1;3;13;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;4;1;1;46;1;154,90800
2764;2023;3;48;1;1;2;18;1;:;N;N;2;3;;;N;;;;;;;4;07;2;09;4;1;;;1;160,01400
2764;2023;3;48;1;6;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;164,16710
