,age,nationality,place_birth,sex,province,relationship,main_occupation,availability,search_work,search_reason,search_steps,search_method,search_months,main_activity,main_prof_situation,main_sector,contract_type,hours
5288,11,1,1,1,48,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,-0.0
5289,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5290,10,1,1,1,48,1,4.0,,N,,,,,3.0,2.0,,,40.0
5291,14,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,1.0,,
5292,15,1,1,6,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
5293,2,2,1,1,48,3,,,,,,,,,,,,
5294,15,1,1,6,20,1,5.0,,N,,,,,10.0,4.0,2.0,,
5295,7,1,1,6,1,3,9.0,S,S,3.0,S,7.0,1.0,8.0,4.0,2.0,1.0,9.0
5296,11,1,1,6,20,3,3.0,,N,,,,,10.0,4.0,2.0,,
5297,10,1,1,1,48,1,2.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5298,8,1,1,1,48,3,1.0,,N,,,,,1.0,2.0,,,40.0
5299,11,1,1,1,48,1,9.0,S,S,6.0,S,5.0,46.0,9.0,4.0,2.0,,
5300,16,1,2,6,48,2,,,N,,,,,,,,,
5301,14,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,,
5302,9,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
5303,3,1,1,1,20,3,,,,,,,,,,,,
5304,14,1,2,1,20,1,7.0,,N,,,,,4.0,4.0,2.0,,
5305,14,1,1,6,48,2,3.0,,N,,,,,4.0,2.0,,,
5306,5,1,2,1,20,3,5.0,,N,,,,,10.0,4.0,2.0,,
5307,13,1,1,1,20,2,4.0,,N,,,,,8.0,1.0,,,40.0
5308,15,1,1,6,48,1,4.0,,N,,,,,5.0,4.0,1.0,,
5309,5,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5310,12,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
5311,15,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
5312,14,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,,
5313,11,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
5314,16,1,1,1,20,2,6.0,,N,,,,,1.0,2.0,,,
5315,18,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
5316,18,1,1,1,20,2,9.0,,N,,,,,5.0,4.0,,,32.0
5317,1,1,1,1,20,3,,,,,,,,,,,,
5318,11,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5319,9,1,1,1,1,2,3.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
5320,9,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
5321,10,1,1,1,48,1,4.0,,N,,,,,9.0,4.0,1.0,1.0,36.0
5322,3,1,1,1,48,3,,,,,,,,,,,,
5323,16,1,2,6,48,2,,,N,,,,,,,,,
5324,10,1,1,6,48,2,9.0,,N,,,,,6.0,4.0,2.0,,
5325,15,1,1,6,20,1,4.0,,N,,,,,4.0,4.0,2.0,,
5326,17,1,1,1,48,1,4.0,,N,,,,,2.0,4.0,2.0,,
5327,10,1,1,6,20,2,4.0,,N,,,,,2.0,4.0,2.0,2.0,32.0
5328,3,1,1,1,1,3,,,N,,,,,,,,,
5329,10,1,1,6,48,1,5.0,S,S,6.0,N,,54.0,10.0,4.0,2.0,,
5330,4,1,1,6,48,3,,,N,,,,,,,,,
5331,11,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5332,3,1,1,1,1,3,,,,,,,,,,,,
5333,12,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5334,8,2,3,6,48,3,9.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
5335,1,2,1,1,48,3,,,,,,,,,,,,
5336,7,1,1,1,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,12.0
5337,9,2,3,1,1,2,7.0,,N,,,,,3.0,2.0,,,39.0
5338,9,2,3,6,48,2,9.0,S,S,4.0,S,4.0,18.0,10.0,4.0,2.0,1.0,22.0
5339,11,1,1,6,1,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,26.0
5340,11,1,1,6,1,2,9.0,,N,,,,,9.0,4.0,2.0,1.0,-0.0
5341,11,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,36.0
5342,5,1,1,6,48,3,5.0,,N,,,,,4.0,4.0,2.0,,
5343,10,1,1,1,48,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,57.0
5344,13,1,1,6,20,2,4.0,,N,,,,,9.0,4.0,1.0,1.0,37.0
5345,15,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
5346,11,1,2,1,20,1,4.0,S,S,6.0,S,3.0,88.0,2.0,4.0,2.0,,
5347,10,2,3,1,20,1,9.0,S,S,6.0,S,4.0,5.0,4.0,4.0,2.0,,
5348,17,1,1,1,20,1,2.0,,N,,,,,8.0,2.0,,,
5349,11,1,1,1,1,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5350,4,1,1,6,1,3,,,N,,,,,,,,,
5351,12,1,1,6,48,1,4.0,,N,,,,,5.0,4.0,2.0,1.0,36.0
5352,11,1,1,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,29.0
5353,14,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5354,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,13.0
5355,1,1,1,6,48,3,,,,,,,,,,,,
5356,3,1,1,6,48,3,,,N,,,,,,,,,
5357,16,1,2,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
5358,10,2,3,1,48,1,5.0,,N,,,,,5.0,4.0,2.0,1.0,-0.0
5359,11,1,2,6,48,1,5.0,S,S,6.0,S,1.0,3.0,9.0,4.0,2.0,,
5360,14,1,2,6,48,2,8.0,,N,,,,,2.0,4.0,2.0,,
5361,15,1,2,6,48,1,5.0,,N,,,,,10.0,4.0,2.0,,
5362,10,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
5363,11,1,1,6,20,2,9.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
5364,12,1,2,6,20,1,5.0,S,S,6.0,N,,88.0,4.0,4.0,2.0,,
5365,9,1,1,1,48,1,4.0,,N,,,,,9.0,4.0,1.0,1.0,38.0
5366,10,1,1,6,1,2,5.0,,N,,,,,4.0,1.0,,,41.0
5367,12,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
5368,17,1,2,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,,
5369,13,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,,
5370,2,1,1,6,20,3,,,,,,,,,,,,
5371,5,1,1,1,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
5372,4,1,1,6,20,3,,,N,,,,,,,,,
5373,12,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,,
5374,7,1,1,1,20,3,8.0,,N,,,,,4.0,2.0,,,39.0
5375,17,1,1,1,20,4,7.0,,N,,,,,3.0,2.0,,,
5376,9,1,1,1,1,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5377,10,1,2,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5378,16,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
5379,9,1,1,1,48,1,7.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
5380,18,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
5381,14,1,1,6,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
5382,7,1,2,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,5.0,36.0
5383,7,2,3,6,20,1,,,N,,,,,,,,,
5384,16,1,2,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
5385,15,1,2,6,48,2,,,N,,,,,,,,,
5386,9,1,1,1,1,3,5.0,S,S,2.0,S,7.0,7.0,4.0,4.0,2.0,1.0,17.0
5387,3,1,1,6,48,3,,,,,,,,,,,,
5388,10,1,1,6,48,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,27.0
5389,12,1,1,1,1,1,5.0,,N,,,,,4.0,2.0,,,42.0
5390,14,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
5391,8,1,1,1,20,1,4.0,S,S,6.0,S,7.0,4.0,4.0,4.0,2.0,,
5392,11,1,1,6,1,1,4.0,,N,,,,,4.0,4.0,2.0,,39.0
5393,15,1,2,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
5394,3,1,1,6,48,3,,,,,,,,,,,,
5395,11,1,1,1,1,1,7.0,,N,,,,,8.0,4.0,2.0,1.0,56.0
5396,9,1,2,6,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5397,11,1,1,1,1,1,5.0,,N,,,,,4.0,2.0,,,40.0
5398,10,1,1,6,48,2,5.0,,N,,,,,10.0,4.0,2.0,,
5399,11,1,1,1,1,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5400,3,2,3,1,20,3,,,,,,,,,,,,
5401,16,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,
5402,11,1,1,1,48,4,7.0,S,S,6.0,S,1.0,52.0,2.0,4.0,2.0,,
5403,8,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,24.0
5404,12,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
5405,8,1,1,1,20,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,35.0
5406,11,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,36.0
5407,11,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,2.0,9.0
5408,15,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,,
5409,17,1,1,1,48,1,4.0,,N,,,,,2.0,4.0,2.0,,
5410,11,2,3,1,20,4,9.0,S,S,6.0,S,4.0,6.0,3.0,4.0,2.0,,
5411,6,1,1,6,48,3,5.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
5412,10,1,1,1,1,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
5413,2,1,1,1,20,3,,,,,,,,,,,,
5414,7,1,1,6,48,3,5.0,,N,,,,,9.0,4.0,2.0,1.0,39.0
5415,4,1,1,6,20,3,,,N,,,,,,,,,
5416,18,1,2,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
5417,14,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
5418,14,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
5419,1,1,1,6,48,3,,,,,,,,,,,,
5420,14,1,2,6,20,1,3.0,,N,,,,,6.0,4.0,2.0,,
5421,9,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5422,13,1,2,6,48,2,,,N,,,,,,,,,
5423,5,1,1,1,20,3,,,N,,,,,,,,,
5424,8,2,3,1,1,1,9.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
5425,15,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
5426,9,1,1,1,48,3,7.0,,N,,,,,4.0,4.0,2.0,4.0,40.0
5427,14,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,,
5428,10,1,1,1,48,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5429,1,1,1,6,1,3,,,,,,,,,,,,
5430,18,1,1,6,20,1,,,N,,,,,,,,,
5431,9,1,1,6,20,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5432,2,1,1,1,48,3,,,,,,,,,,,,
5433,3,1,1,1,20,3,,,,,,,,,,,,
5434,12,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5435,6,2,3,6,20,2,,,N,,,,,,,,,
5436,11,1,2,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
5437,11,1,1,1,20,1,8.0,,N,,,,,4.0,2.0,,,50.0
5438,10,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5439,16,1,2,6,48,1,9.0,,N,,,,,2.0,4.0,2.0,,
5440,10,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,37.0
5441,11,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5442,17,1,2,6,20,1,9.0,,N,,,,,4.0,4.0,2.0,,
5443,10,1,1,1,20,2,1.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5444,9,1,1,6,48,2,2.0,,N,,,,,4.0,3.0,,,32.0
5445,15,1,1,1,48,4,8.0,,N,,,,,3.0,4.0,2.0,,
5446,16,1,2,1,48,1,7.0,,N,,,,,4.0,2.0,,,
5447,14,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,,
5448,14,1,2,6,1,1,5.0,,N,,,,,4.0,2.0,,,
5449,14,1,1,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,,
5450,10,1,1,6,48,1,1.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5451,7,1,2,1,1,1,9.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5452,13,1,1,1,20,1,3.0,,N,,,,,4.0,4.0,2.0,,
5453,14,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5454,17,1,2,1,48,1,7.0,,N,,,,,3.0,2.0,,,
5455,14,2,3,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,,
5456,14,2,3,6,48,1,,,N,,,,,,,,,
5457,12,1,1,6,1,1,3.0,,N,,,,,2.0,4.0,2.0,,
5458,18,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
5459,3,1,1,1,48,3,,,,,,,,,,,,
5460,9,1,2,1,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,20.0
5461,11,1,1,6,48,1,9.0,,N,,,,,8.0,4.0,1.0,1.0,0.0
5462,5,1,1,1,48,3,5.0,,N,,,,,4.0,4.0,2.0,,
5463,16,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
5464,7,2,3,1,48,1,7.0,,N,,,,,3.0,3.0,,,40.0
5465,15,1,2,6,48,2,5.0,,N,,,,,4.0,2.0,,,
5466,16,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
5467,9,1,1,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,1.0,23.0
5468,2,1,1,1,48,3,,,,,,,,,,,,
5469,6,1,1,6,20,3,2.0,,N,,,,,10.0,4.0,2.0,5.0,2.0
5470,3,1,1,1,48,3,,,,,,,,,,,,
5471,9,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5472,10,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,5.0,24.0
5473,6,1,1,6,1,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,4.0
5474,14,1,1,1,1,1,3.0,,N,,,,,2.0,4.0,2.0,,
5475,14,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
5476,16,1,2,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
5477,16,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
5478,11,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,30.0
5479,12,1,1,6,20,2,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
5480,3,1,1,1,48,3,,,N,,,,,,,,,
5481,16,1,2,6,48,1,,,N,,,,,,,,,
5482,4,1,1,1,48,3,,,N,,,,,,,,,
5483,5,1,1,1,20,3,7.0,,N,,,,,2.0,4.0,2.0,3.0,38.0
5484,13,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
5485,18,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
5486,2,1,1,6,48,4,,,,,,,,,,,,
5487,11,1,1,1,48,1,4.0,,N,,,,,4.0,4.0,1.0,1.0,35.0
5488,2,1,1,1,20,3,,,,,,,,,,,,
5489,5,1,1,1,1,3,3.0,S,S,6.0,S,7.0,2.0,4.0,4.0,2.0,,
5490,15,1,1,6,48,2,,,N,,,,,,,,,
5491,13,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5492,7,1,1,1,1,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5493,15,1,2,1,1,1,7.0,,N,,,,,3.0,4.0,2.0,,
5494,13,1,2,6,48,2,9.0,,N,,,,,4.0,4.0,2.0,,
5495,14,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,
5496,9,1,1,6,20,1,4.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
5497,16,1,1,6,20,1,9.0,,N,,,,,9.0,4.0,2.0,,
5498,14,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,,
5499,10,1,1,1,48,1,5.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
5500,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5501,9,1,1,6,48,2,4.0,,N,,,,,8.0,2.0,,,40.0
5502,3,1,1,6,20,3,,,N,,,,,,,,,
5503,5,1,1,6,20,3,9.0,,N,,,,,10.0,4.0,2.0,,
5504,11,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5505,4,1,1,1,48,3,,,N,,,,,,,,,
5506,10,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
5507,9,1,1,1,48,1,3.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
5508,17,1,1,1,20,1,5.0,,N,,,,,4.0,2.0,,,
5509,9,1,1,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5510,10,1,1,1,48,2,2.0,,N,,,,,8.0,4.0,1.0,1.0,39.0
5511,16,1,1,6,20,1,,,N,,,,,,,,,
5512,4,1,1,6,1,3,5.0,,N,,,,,4.0,4.0,2.0,2.0,4.0
5513,10,1,1,6,48,2,3.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
5514,7,1,1,6,48,4,,,N,,,,,,,,,
5515,12,1,2,6,48,1,7.0,,N,,,,,8.0,5.0,,,38.0
5516,15,1,1,1,48,1,7.0,,N,,,,,8.0,4.0,2.0,,
5517,2,1,1,6,20,3,,,,,,,,,,,,
5518,17,1,1,1,20,1,5.0,,N,,,,,4.0,4.0,2.0,,
5519,15,1,1,6,20,2,3.0,,N,,,,,2.0,4.0,2.0,,
5520,9,1,1,6,1,1,4.0,,N,,,,,2.0,4.0,2.0,5.0,35.0
5521,15,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
5522,1,1,1,6,48,3,,,,,,,,,,,,
5523,10,1,1,1,48,1,4.0,,N,,,,,5.0,4.0,2.0,1.0,49.0
5524,9,1,1,6,48,2,4.0,,N,,,,,8.0,4.0,2.0,1.0,0.0
5525,16,1,2,6,48,1,5.0,,N,,,,,10.0,4.0,2.0,,
5526,14,1,1,6,20,1,,,N,,,,,,,,,
5527,4,1,1,1,20,3,,,N,,,,,,,,,
5528,9,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5529,12,1,1,1,48,1,3.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
5530,3,1,1,6,20,3,,,,,,,,,,,,
5531,13,1,1,1,20,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5532,10,1,1,1,20,1,4.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5533,16,1,1,6,48,1,4.0,,N,,,,,2.0,4.0,2.0,,
5534,2,1,1,1,20,3,,,,,,,,,,,,
5535,9,2,3,6,1,2,5.0,,N,,,,,10.0,4.0,2.0,1.0,1.0
5536,11,1,1,1,48,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
5537,15,1,2,6,48,2,9.0,,N,,,,,2.0,4.0,2.0,,
5538,12,1,1,6,48,1,5.0,S,S,6.0,S,5.0,29.0,4.0,4.0,2.0,,
5539,9,1,1,1,1,4,3.0,,N,,,,,3.0,4.0,2.0,1.0,40.0
5540,11,1,1,6,48,1,9.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5541,10,1,1,1,48,1,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5542,3,1,1,1,1,3,,,,,,,,,,,,
5543,17,1,1,6,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5544,3,1,1,1,20,3,,,,,,,,,,,,
5545,11,1,2,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5546,12,1,1,1,1,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
5547,12,1,2,1,1,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5548,14,1,2,6,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
5549,11,1,1,1,20,1,5.0,,N,,,,,4.0,2.0,,,3.0
5550,2,1,1,1,1,3,,,,,,,,,,,,
5551,10,1,1,6,20,1,4.0,S,S,6.0,S,7.0,9.0,9.0,4.0,2.0,,
5552,15,1,1,1,1,1,6.0,,N,,,,,1.0,2.0,,,
5553,6,1,1,6,48,3,2.0,,N,,,,,8.0,4.0,2.0,1.0,37.0
5554,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
5555,17,1,1,6,48,1,2.0,,N,,,,,4.0,4.0,1.0,,
5556,14,1,1,1,48,1,7.0,,N,,,,,8.0,4.0,2.0,,
5557,3,1,1,6,48,3,,,,,,,,,,,,
5558,14,1,1,6,48,2,,,N,,,,,,,,,
5559,7,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,14.0
5560,10,1,1,1,48,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5561,5,1,1,1,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
5562,12,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
5563,6,1,1,1,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
5564,1,1,1,1,48,3,,,,,,,,,,,,
5565,4,1,1,1,1,3,,,N,,,,,,,,,
5566,10,1,1,1,1,2,1.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5567,12,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,16.0
5568,7,1,3,1,1,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5569,9,1,1,6,1,2,4.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
5570,1,1,1,1,20,3,,,,,,,,,,,,
5571,6,2,3,1,20,3,5.0,S,S,6.0,S,5.0,3.0,4.0,4.0,2.0,,
5572,14,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
5573,13,1,1,1,48,1,5.0,,N,,,,,4.0,2.0,,,40.0
5574,14,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,,
5575,9,1,2,6,20,1,5.0,S,S,6.0,S,4.0,34.0,4.0,4.0,2.0,,
5576,14,1,1,6,20,1,3.0,,N,,,,,4.0,4.0,2.0,,
5577,2,2,3,6,48,3,,,,,,,,,,,,
5578,11,1,1,1,48,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,24.0
5579,14,1,2,1,48,2,7.0,,N,,,,,3.0,4.0,2.0,,
5580,3,1,1,1,48,3,,,,,,,,,,,,
5581,10,2,3,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,21.0
5582,11,1,1,6,20,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
5583,14,1,1,6,48,2,4.0,,N,,,,,9.0,4.0,2.0,,
5584,5,1,1,6,48,3,,,N,,,,,,,,,
5585,14,1,1,6,20,2,7.0,,N,,,,,2.0,4.0,2.0,,
5586,10,1,1,1,1,2,2.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
5587,7,2,3,1,1,2,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5588,4,1,1,1,1,3,,,N,,,,,,,,,
5589,12,1,1,1,1,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5590,13,1,2,6,20,1,5.0,,N,,,,,4.0,2.0,,,
5591,10,1,1,1,20,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5592,3,1,1,1,20,3,,,,,,,,,,,,
5593,2,2,3,6,20,3,,,,,,,,,,,,
5594,16,1,2,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
5595,3,1,1,6,48,3,,,,,,,,,,,,
5596,7,1,1,6,20,3,4.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
5597,18,1,1,6,48,1,4.0,,N,,,,,2.0,4.0,2.0,,
5598,14,1,2,1,48,1,7.0,,N,,,,,3.0,2.0,,,
5599,18,1,2,6,1,1,9.0,,N,,,,,10.0,4.0,2.0,,
5600,11,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,,
5601,10,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
5602,14,1,1,1,48,1,2.0,,N,,,,,9.0,4.0,2.0,,
5603,2,1,1,1,48,3,,,,,,,,,,,,
5604,9,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,42.0
5605,14,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
5606,11,1,1,6,20,2,9.0,S,S,6.0,S,4.0,33.0,10.0,4.0,2.0,,
5607,5,1,3,1,48,3,,,N,,,,,,,,,
5608,14,1,2,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,,
5609,15,1,1,6,20,2,4.0,,N,,,,,2.0,4.0,2.0,,
5610,17,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,
5611,11,1,1,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,2.0,21.0
5612,6,1,1,1,20,3,7.0,,N,,,,,3.0,4.0,2.0,1.0,37.0
5613,10,2,3,1,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,2.0
5614,14,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
5615,2,1,1,6,20,3,,,,,,,,,,,,
5616,1,1,1,6,48,3,,,,,,,,,,,,
5617,15,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,,
5618,8,1,1,1,20,2,5.0,S,S,3.0,S,5.0,5.0,4.0,4.0,2.0,5.0,9.0
5619,2,1,1,1,20,3,,,,,,,,,,,,
5620,10,2,3,1,1,1,7.0,,N,,,,,3.0,4.0,2.0,1.0,41.0
5621,13,1,1,6,20,2,,,N,,,,,,,,,
5622,10,1,1,1,48,1,1.0,,N,,,,,2.0,3.0,,,47.0
5623,10,1,1,1,48,3,7.0,S,S,6.0,S,5.0,80.0,2.0,4.0,2.0,,
5624,1,1,1,6,1,3,,,,,,,,,,,,
5625,11,2,3,1,48,4,6.0,S,S,6.0,S,1.0,4.0,1.0,4.0,2.0,,
5626,11,1,1,6,20,2,5.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
5627,10,1,1,1,48,1,7.0,S,S,4.0,S,7.0,27.0,2.0,4.0,2.0,1.0,39.0
5628,5,1,1,1,48,3,,N,S,6.0,S,7.0,12.0,,,,,
5629,14,1,1,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
5630,13,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,37.0
5631,11,1,1,1,1,4,,,N,,,,,,,,,
5632,11,2,3,6,1,2,2.0,,N,,,,,9.0,4.0,2.0,,
5633,13,1,1,6,20,2,5.0,,N,,,,,10.0,2.0,,,
5634,11,1,1,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
5635,3,1,1,6,1,3,,,,,,,,,,,,
